custid,frequency,monetary,daysincelastorder,mean_prod_in_order,meanqtyofprodinorder,_SEGMENT_
14554,0.404282399,0.928232939,-1.088005,1.363801702,0.884787402,2
13266,1.815785429,1.32514037,-1.051449078,-0.047459685,0.926064304,3
14176,0.404282399,-0.07374411,1.643687356,-0.766277522,-1.040918104,1
16916,-0.350320719,-0.235431812,-0.682993173,1.65681976,0.283625519,4
13668,2.592942001,1.628219703,-1.429763743,0.328040749,-0.010774933,3
17757,3.099547712,1.620524226,-1.480323447,0.522172616,-0.358468159,3
12928,0.67361191,0.82423603,-0.402169516,0.030923827,0.730928435,3
13357,-0.949282909,-0.045754586,1.484523443,2.140177854,0.951297408,2
15493,0.67361191,0.845861564,-0.466399955,1.555861791,-0.302913554,3
15998,0.67361191,1.176288646,-0.381508583,2.272998758,1.079766324,2
16595,-0.949282909,-0.549396814,0.044258345,2.030632145,0.877811403,2
16549,1.569009372,1.370563442,-1.088005,2.140177854,0.424075368,3
17365,1.272574101,1.461488065,-1.015984543,1.493544534,1.41928643,3
12966,-0.949282909,-1.077707966,-1.12572162,-0.398835476,-0.745096564,4
14060,2.452147656,1.737304714,-1.33467511,-0.432897506,0.740880493,3
12762,-0.350320719,0.667339088,-1.20494922,0.961066751,1.483315099,2
14911,5.823734328,4.16323841,-1.480323447,0.69789043,1.082258536,3
17068,2.524221586,1.485023897,-1.015984543,-0.11894453,-0.384198326,3
18198,2.296506729,1.651368955,-1.33467511,-0.602000923,0.543753899,3
13750,0.67361191,0.790249134,-0.076145755,-1.336297907,-0.241924644,3
14096,2.296506729,3.416131226,-1.33467511,3.623817051,2.002977634,3
12553,1.569009372,1.226690812,-1.164675067,0.169139672,0.295865261,3
14583,0.67361191,0.252155955,-1.289840592,1.577789375,0.033028603,3
16717,0.901326766,1.199567015,-0.682993173,0.728196468,0.544389768,3
13148,1.815785429,1.308361454,-0.534302648,0.533507708,0.083037267,3
16637,0.404282399,0.318157441,-0.466399955,0.030923827,0.429183379,3
12528,0.901326766,0.585467588,-1.12572162,-0.220324478,-0.288303122,3
14038,0.074649719,0.561017486,0.265612988,0.701493396,0.767160866,2
17589,0.404282399,1.005072957,0.029858487,1.713040345,1.099909615,2
16712,1.697544538,1.256613979,-1.12572162,1.034961809,-0.00923155,3
14246,0.074649719,0.598745365,0.595432196,0.568918898,0.652416807,2
17019,0.404282399,0.487571258,-1.051449078,1.522247998,0.330483246,2
15640,2.122514976,2.240065822,-1.33467511,0.818312704,1.157402523,3
15039,3.745409795,2.657290032,-1.12572162,0.826807313,0.177120363,3
14506,0.67361191,0.819004941,-0.852993215,1.550320566,-0.084440043,3
16686,1.098582347,1.129297041,-0.175200915,1.913789823,0.66356342,2
14299,1.272574101,1.36710554,-1.164675067,0.231066989,0.684420845,3
15276,-0.949282909,-1.30152079,0.113750302,1.522247998,-0.873401771,4
12921,3.400308675,2.469108934,-1.12572162,0.1775209,0.499840973,3
12922,-0.949282909,-0.484452459,0.983524477,0.608222012,0.940013589,4
17218,1.569009372,0.866568354,-1.33467511,0.708668979,-0.41652792,3
14364,1.272574101,1.393892077,0.57729484,-0.644542555,0.623869833,3
13263,3.278824704,1.845912267,-1.480323447,1.34811222,-0.140153652,3
15750,1.272574101,0.970362307,-1.429763743,0.999034527,0.427683467,3
18036,0.074649719,-0.372438134,-0.466399955,0.82159191,-0.672526992,4
13925,0.404282399,0.018073449,0.421271121,-0.464349858,-0.533091285,4
17619,-0.949282909,-0.999838897,1.698274618,1.80156887,-0.379833673,4
17107,0.901326766,2.194664255,-0.44460166,1.793943472,1.788877801,2
16713,2.122514976,1.83170339,-0.822916325,1.201256541,0.715603268,3
16161,2.452147656,1.640260099,-1.480323447,0.555190568,-0.094418804,3
17744,0.901326766,1.02221153,-1.381268286,0.443186275,1.526818664,3
16923,2.376376046,1.815473,-1.015984543,0.903511942,0.122833272,3
14159,1.697544538,1.480036021,-0.79358215,2.297138729,1.046118297,3
15271,2.122514976,1.011817561,-1.20494922,0.141552198,-0.617711204,3
18099,-0.949282909,-1.116155834,0.73934854,0.119045,-0.16550225,4
12772,-0.949282909,0.035370895,0.01528194,1.493544534,1.336230775,2
12462,-0.350320719,0.27420425,-0.822916325,0.86979576,0.716682959,2
13573,-0.350320719,-0.641114424,-0.124641212,-0.113825283,0.14543988,4
14239,1.697544538,0.965068458,-0.246145797,-0.520570443,-0.57344738,3
16343,-0.350320719,-0.686206877,-0.883851411,0.201476853,-0.762540789,4
13790,-0.949282909,-0.473572497,-1.33467511,0.548804303,1.851214889,2
14810,1.697544538,0.871578436,-0.302280983,0.457123674,-0.540260795,3
16164,0.074649719,0.03112521,-0.852993215,-0.48695665,-0.131831409,4
12841,2.839718058,1.323879681,-1.33467511,0.012545806,-0.421427479,3
12567,1.569009372,1.968178552,-0.709690335,1.222966703,1.115506499,3
14998,-0.350320719,-0.441874781,1.040558168,0.982900623,-0.175806374,4
16764,1.925259395,1.086699926,-1.381268286,1.473288156,-0.515097477,3
14221,1.428215028,1.27339747,-0.264564363,0.450505781,0.554549349,3
12471,2.89546892,2.501067312,-1.429763743,0.08922457,0.781458137,3
15005,3.001029711,1.739204413,-0.915532587,1.071021797,0.002104047,3
15436,0.074649719,0.318686598,-1.015984543,2.202772804,0.229923193,2
14828,0.074649719,0.933790858,1.191430464,-1.124293322,1.912589251,2
14194,2.592942001,2.206631479,-1.33467511,0.693760272,0.639505206,3
15957,-0.949282909,-0.421852407,-0.488605717,1.086799375,0.283625519,4
17372,1.272574101,0.484303136,-0.302280983,0.739160058,-0.606964345,3
12560,-0.350320719,0.755095738,-1.289840592,1.355743313,1.326939171,2
14684,0.67361191,0.426162559,-0.631334003,1.943871921,0.096342142,2
14701,1.272574101,1.015077954,-1.088005,1.076781673,-0.314879182,3
14453,-0.949282909,-1.420706497,1.158275557,0.201476853,-1.211668557,1
14759,0.074649719,0.647545595,-1.33467511,0.931361914,0.306186082,2
14112,0.901326766,1.086386812,-0.709690335,0.617861684,0.590255906,3
14189,2.122514976,1.477860803,-1.429763743,0.141552198,0.588180293,3
14803,0.074649719,0.243406758,0.989998465,-0.398835476,-0.200228773,4
13810,-0.350320719,0.154359765,-0.557827649,0.030923827,0.005248203,4
14565,0.404282399,1.105590038,0.452129316,0.771497238,0.996215919,2
15114,1.569009372,1.104614038,-0.511234472,0.301252819,0.798672164,3
13658,0.67361191,1.043984761,-1.12572162,0.337644181,0.286357174,3
16278,-0.949282909,-0.511397696,0.501842583,0.486487046,-0.228815788,4
16133,3.236003661,2.400456203,-1.381268286,-0.454204845,0.658194116,3
13685,1.098582347,1.211596066,-1.429763743,-1.145942153,1.77027569,3
15529,1.697544538,1.319113154,-0.709690335,1.587633358,0.733581773,3
16690,-0.350320719,-0.830617706,0.192106634,-1.051287715,-0.66982861,1
16173,0.901326766,0.509480176,-0.915532587,-0.165965193,-0.581788594,3
16912,1.697544538,1.007556932,-0.557827649,-0.698442976,-0.650158573,3
15308,-0.949282909,-0.61957209,1.554789324,0.278909676,-0.10561278,4
13488,1.925259395,2.02073781,-0.852993215,0.866151676,0.951009511,3
17675,3.146447604,2.654759541,-1.480323447,0.436062718,0.602286742,3
13475,0.404282399,0.510456807,1.163866032,0.240779966,0.451441704,2
12744,0.404282399,2.085008906,-0.029552578,1.543360056,2.451707823,2
12999,0.074649719,-0.299089003,1.191430464,-0.48695665,-0.273129112,4
14344,1.272574101,0.152942257,0.73934854,-0.724396707,-1.069542058,1
12721,0.901326766,1.007020306,-0.488605717,0.646351722,0.80765518,3
14456,1.428215028,1.118902931,-1.289840592,2.281729144,0.764703165,3
17865,2.376376046,2.127473248,-0.511234472,0.287230555,0.781551344,3
16419,0.901326766,0.127255148,0.613296799,-0.766277522,-1.135246163,1
18125,0.404282399,0.371343598,-0.534302648,1.322991508,0.177880875,2
17364,1.569009372,1.447514815,-1.533130973,1.137661395,0.627134011,3
14527,3.973124652,1.945067009,-1.429763743,0.100330374,-1.57834843,3
13184,1.569009372,0.670844237,-0.948081849,0.049041157,-0.035947755,3
14667,2.839718058,2.02878448,-1.088005,0.382761469,0.363797661,3
17738,0.404282399,0.849073559,-0.79358215,0.563919869,0.608678482,2
15023,1.697544538,1.780401427,-1.381268286,1.348373123,0.50080801,3
14592,0.074649719,-0.153688153,-0.402169516,1.522247998,-0.036556206,4
13081,1.697544538,2.935907228,-1.051449078,2.179336359,2.681448988,2
17050,0.901326766,1.223533843,0.462239792,1.377120388,0.630138585,2
16801,0.404282399,0.570432002,0.996437362,0.053530619,-0.421039883,4
15194,2.122514976,1.847276703,-1.381268286,0.288888246,0.997712185,3
17173,1.272574101,1.311778102,-1.289840592,-0.464349858,-0.111702324,3
17676,0.901326766,0.569175068,-1.33467511,-0.201946457,0.059571403,3
17338,1.272574101,1.755862512,-0.852993215,2.04955472,1.006054126,2
13985,2.122514976,1.830813509,-1.33467511,0.465020147,0.453203198,3
15532,0.404282399,0.638371598,-0.631334003,1.65681976,-0.137650407,2
16157,0.074649719,0.075460451,-0.915532587,-0.982230334,-0.131831409,4
12720,2.839718058,1.602066924,-1.429763743,-0.107709148,0.250309162,3
17735,2.452147656,2.289559949,-1.429763743,0.968002065,1.125867857,3
14502,1.569009372,0.937248032,-0.79358215,1.623171907,-0.051568629,3
13924,0.901326766,0.793531387,-1.480323447,0.303711434,0.660555604,3
15983,0.404282399,0.586996558,-0.709690335,0.651038884,0.383278245,2
16931,2.592942001,1.444227847,-1.289840592,1.146217084,-0.058952193,3
16350,0.404282399,0.378758882,-0.737001279,-0.08853237,-0.098349243,3
16814,2.592942001,1.787801456,-0.948081849,-0.035963205,-0.156745798,3
16241,1.925259395,1.039778537,-1.12572162,1.412897797,-0.318383266,3
14449,0.404282399,0.164933468,-0.822916325,1.536361406,0.141560068,2
12753,0.901326766,2.722460613,-0.709690335,0.877655787,2.80319528,2
12628,0.074649719,-0.193505348,-1.33467511,-0.581611088,-0.422116874,4
17954,1.815785429,0.954656009,-1.289840592,1.093434457,0.251248276,3
17719,2.122514976,1.596398572,-0.361200845,0.147117568,0.076186996,3
17083,0.074649719,0.546772843,0.586398132,0.030923827,0.52256275,2
12380,0.404282399,1.016789583,-0.737001279,0.470420791,0.647504668,3
13588,1.428215028,1.000085427,-0.915532587,0.210315991,0.698288042,3
16484,-0.350320719,-0.574720129,1.058976734,-0.464349858,-0.702651318,1
16843,2.212071033,2.120278632,-0.264564363,0.46637245,1.564876234,3
17850,3.278824704,1.602393379,1.894539657,-0.731688356,-1.187879457,3
13955,-0.350320719,-0.763581904,0.937190939,-0.165965193,-0.727922803,1
15453,1.098582347,0.458213405,-1.480323447,1.022484853,-0.320974041,3
12664,1.428215028,1.487743508,-1.164675067,-2.087048667,-0.100227813,3
15856,2.89546892,2.443532388,-1.33467511,0.436392374,1.062405101,3
14498,0.67361191,0.789676025,-0.264564363,0.969845139,0.237552567,2
16468,-0.949282909,-1.596560981,0.217117531,-1.936610237,-1.512885556,1
14562,2.376376046,1.547567751,-1.381268286,0.439510731,-0.449019646,3
17228,1.272574101,0.829661549,-0.915532587,0.571411095,0.285333592,3
14493,0.67361191,1.015878457,-1.20494922,0.548804303,0.637614555,3
12610,0.404282399,0.676132118,-0.709690335,0.518025695,0.534893326,2
17379,-0.949282909,-0.356556572,-1.051449078,1.972121897,1.750446782,2
17530,1.428215028,0.976987797,-1.480323447,1.172553077,0.121075041,3
13982,0.404282399,0.721930157,-0.321598054,0.608222012,0.64996346,2
14004,1.098582347,1.500486049,-0.246145797,0.540085836,1.051414511,3
14515,0.67361191,0.771941519,-0.852993215,0.201476853,0.258732665,3
15805,2.027177219,1.608399545,-0.682993173,0.351915284,0.474701044,3
15021,1.428215028,0.779106931,-1.164675067,1.368256713,-0.580959178,3
13131,0.074649719,0.289266183,-0.682993173,0.000145219,-0.030486682,4
17758,1.098582347,1.261212332,-0.79358215,1.530331889,0.727531426,3
12569,3.191904192,1.170449901,-1.429763743,-1.316495179,-1.110900449,3
15443,1.098582347,1.157352595,-1.480323447,1.348795424,0.375438967,3
17769,1.569009372,1.372889752,-1.015984543,0.79177148,0.188735118,3
13309,0.67361191,0.486430826,-1.20494922,0.248497515,0.639599654,3
14769,1.272574101,2.106619853,-1.429763743,2.586081519,1.924699492,2
12867,1.098582347,1.385377979,-0.606323106,1.880534088,1.503468795,2
14757,-0.949282909,-0.321019723,0.22942825,0.351915284,0.175998656,4
12729,-0.949282909,-0.515965786,0.622129358,0.486487046,0.424677534,4
15754,0.074649719,-0.329750237,-0.108255107,-0.63170576,-0.866942946,1
15009,0.074649719,0.441369202,-1.015984543,1.631015844,0.402381193,2
13769,1.569009372,1.114839851,-1.429763743,-0.134426543,-0.265245197,3
15076,-0.949282909,0.217956032,1.052868887,1.403348217,1.456368489,2
12597,0.404282399,1.143010245,-0.79358215,1.355743313,1.336891488,2
12872,-0.350320719,-0.074323267,1.747054585,1.004367522,0.005248203,4
15555,2.212071033,1.509467434,-1.015984543,1.502583853,0.636993481,3
13680,0.404282399,1.349022821,-1.480323447,1.347633759,1.234549605,2
13725,1.272574101,0.848061403,-0.1412565,-0.234283638,-0.494467597,3
15993,1.098582347,1.09689438,-1.164675067,1.90480561,0.724255217,3
12474,2.296506729,1.764546886,-0.852993215,0.475167175,0.659314714,3
14740,0.074649719,0.519235906,1.196867424,0.701493396,0.434665748,2
16791,1.098582347,0.715536332,-0.534302648,1.262331941,-0.401377665,3
15006,-0.949282909,-0.313208695,-0.108255107,2.490002373,0.681440791,2
14903,0.67361191,1.110004777,-0.737001279,1.819686201,0.787882235,2
16440,0.67361191,1.291417475,-1.20494922,1.593991501,1.077765085,2
14796,2.296506729,1.907593049,-1.480323447,1.693844104,0.895314433,3
12468,-0.350320719,0.069215077,1.141344528,0.278909676,0.343514989,4
12490,1.569009372,1.555609357,-1.289840592,0.518025695,0.800388841,3
16085,0.67361191,0.2287173,-0.682993173,0.750895979,-0.300593793,3
12656,0.67361191,1.341226804,-0.852993215,0.511779959,0.982293958,3
14849,2.781780337,1.935016241,-0.737001279,0.046039392,0.525772769,3
14744,1.098582347,0.242732863,-0.883851411,-1.569168191,-0.661772681,3
13110,1.098582347,0.610116869,-0.488605717,0.341737936,-1.040918104,3
13880,1.925259395,1.173894674,-0.737001279,-0.27710051,-0.100393115,3
12621,2.524221586,2.249840999,-1.480323447,0.404055193,0.942090912,3
13850,-0.949282909,0.639275846,0.755188424,2.140177854,1.955731269,2
15129,1.569009372,1.332616227,-0.124641212,-0.699911924,0.201326796,3
12673,-0.350320719,-0.215957739,-1.289840592,0.160925815,0.172224597,4
15111,0.074649719,0.574822337,-0.534302648,0.646351722,0.473741594,2
16954,1.272574101,0.695191627,-1.533130973,-1.133719567,-0.25908982,3
15882,0.404282399,-0.307968734,1.202279614,-1.162423032,-0.933291241,1
13408,4.099459933,2.917420681,-1.480323447,-0.792081438,0.63968229,3
17001,1.697544538,1.357572642,-1.533130973,-0.063730611,0.255294426,3
17223,-0.350320719,-0.387919469,1.691139619,0.315934019,-1.172798416,1
15910,1.272574101,0.393054856,-1.533130973,0.87569531,-0.24110078,3
14723,0.901326766,0.335253765,-1.088005,1.086799375,-0.339105358,3
16115,1.272574101,0.687016953,-1.12572162,0.96656031,-0.242474228,3
13285,0.404282399,1.068432219,-0.682993173,1.29786446,1.299954028,2
14547,1.272574101,1.343411945,-1.381268286,1.214868575,0.833447072,3
16309,-0.350320719,0.023522139,0.558876274,0.386910635,0.463132424,4
17360,0.074649719,-0.119256061,-0.852993215,1.225356321,-0.243390806,4
18196,-0.350320719,0.016973762,0.452129316,1.80156887,0.394160856,2
13610,1.098582347,0.343031239,-1.015984543,0.741964121,-0.840579063,3
15061,3.714309225,3.452346325,-1.381268286,-0.687321183,1.556623086,3
15041,-0.949282909,-0.949496988,1.040558168,1.889690044,-0.284490088,4
14062,1.697544538,2.084861386,-1.12572162,-0.627069637,1.042677792,3
13523,0.67361191,1.343312751,-0.44460166,0.888579193,0.799959921,2
14755,1.697544538,1.567803235,-1.12572162,0.390044993,0.309429673,3
12895,-0.350320719,-0.456983793,-0.264564363,-0.336518219,-0.417815178,4
16392,-0.949282909,-0.914319569,1.534550781,1.237237805,0.323909426,4
12417,1.428215028,1.269548302,-1.381268286,0.383069277,0.201654078,3
17796,0.404282399,0.071703928,-0.302280983,0.36953281,-1.286678988,4
14352,0.404282399,0.326021109,0.957269846,-0.367296827,-0.110481734,4
17377,2.524221586,1.403058913,-0.682993173,0.259987102,-0.433380099,3
12708,1.569009372,0.991043789,-0.534302648,-0.103647935,-0.163452877,3
17968,-0.949282909,-0.776061523,1.897550999,1.889690044,-0.067412947,4
17315,3.360913739,1.67144258,-1.480323447,-0.283567614,-0.456033841,3
18118,2.89546892,1.597157563,-1.088005,1.321714895,-0.453046669,3
16984,-0.350320719,1.470844511,0.378838977,3.07694023,2.333068387,2
13089,4.706472403,3.47137399,-1.429763743,0.262289397,0.852206235,3
18245,1.098582347,1.041027847,-1.20494922,0.566064706,0.576344447,3
12726,1.098582347,0.932757591,-0.557827649,0.004587833,1.093580637,3
16191,1.925259395,1.600230399,-1.429763743,-0.544370828,0.612495896,3
17231,1.569009372,1.164743087,-1.015984543,1.393968123,0.082490802,3
16871,0.901326766,1.050646489,-0.709690335,0.315934019,0.215474918,3
17071,1.272574101,0.992408023,-0.557827649,0.10835665,-0.020319177,3
13849,-0.350320719,0.590078601,-0.108255107,1.371809568,1.283441642,2
14934,-0.350320719,0.820015503,0.300728068,1.201256541,1.330930835,2
15019,-0.949282909,-0.80630232,1.522240062,1.706914432,-0.067412947,4
16403,-0.949282909,-1.102907635,1.698274618,-0.533407238,-0.331136364,1
17147,0.404282399,0.636541364,-0.709690335,0.221279581,0.384839465,3
16426,1.569009372,0.796089544,-1.429763743,0.961066751,-0.168583435,3
14329,0.901326766,1.555078119,-0.852993215,1.231310879,1.35501666,2
16293,1.569009372,0.881130602,-0.737001279,-0.398835476,-0.575335557,3
13176,-0.949282909,-0.376291341,-0.192543905,1.755118282,0.889743497,2
16249,0.67361191,0.74772482,-0.09209195,-0.124084378,0.231835469,3
16762,0.074649719,0.315962776,-0.79358215,0.303711434,-0.073688801,4
17837,1.272574101,0.546014145,-0.264564363,0.191459151,-0.977761561,3
14346,-0.350320719,0.31958628,0.682184137,0.719357329,0.617565403,2
13329,-0.350320719,0.007722316,-0.488605717,-0.766277522,0.273321395,4
16185,-0.350320719,-0.236741037,-0.883851411,-0.015526762,-0.16550225,4
16904,2.027177219,1.289715479,-1.33467511,1.279609022,-0.140153652,3
15932,1.272574101,1.046401586,-1.33467511,-0.113825283,0.774684311,3
14944,1.815785429,1.675266504,-0.534302648,-0.122368796,0.448499643,3
13552,1.815785429,1.305834595,0.113750302,-0.644542555,-0.322239245,3
12432,0.404282399,1.3862434,-0.264564363,0.608222012,1.178837963,2
14432,0.901326766,0.974705771,-1.12572162,1.61351899,0.87246671,2
16905,1.098582347,1.175795344,-1.289840592,0.688578721,0.256933014,3
15987,1.098582347,0.528431538,-1.015984543,0.106822415,0.520987094,3
17015,0.074649719,0.760579234,-0.557827649,1.85370878,1.621343541,2
15594,0.67361191,0.71369034,-0.915532587,0.293848448,0.284992188,3
18116,1.272574101,0.531402231,0.127173876,1.250473679,-0.409794249,3
18210,0.901326766,1.082393437,-1.480323447,0.465020147,0.48520051,3
17994,0.404282399,-0.068898872,0.690520829,0.201476853,-0.215323717,4
15860,1.272574101,0.216426308,-0.302280983,0.053530619,-1.098925356,3
16745,2.296506729,1.804405681,0.357040683,0.283321599,0.896471526,3
12433,0.901326766,2.339178023,-1.533130973,1.831623208,2.73429769,2
13268,1.569009372,1.158985204,-0.852993215,1.18287852,0.935467678,3
12473,0.074649719,1.020897745,-0.076145755,1.423949477,1.848443596,2
12476,1.697544538,1.642544923,-0.915532587,0.251292375,0.308214439,3
13842,1.428215028,1.271787107,0.000524312,0.486487046,0.315083201,3
14461,0.074649719,0.818476964,0.895985407,1.531674243,0.565794983,2
18283,2.122514976,0.808822737,-1.381268286,1.26067425,-0.622865635,3
17997,1.272574101,0.78536958,0.217117531,0.231066989,0.698026764,3
12393,0.404282399,0.589953441,0.192106634,-0.039401297,0.268133163,4
15630,-0.350320719,0.403161719,-0.210143838,0.719357329,0.975358354,2
14856,0.074649719,0.419196531,-0.381508583,0.278909676,0.434665748,2
12925,-0.350320719,0.009356345,-1.33467511,0.486487046,0.683825475,2
14557,-0.949282909,0.058330111,0.345989684,0.030923827,1.259619533,4
12657,0.404282399,0.535576432,-1.051449078,-0.431172657,0.654864731,3
17576,2.452147656,1.26738994,-1.164675067,0.344424057,-0.418493283,3
17700,0.404282399,1.04404787,-0.883851411,0.961066751,0.824566736,2
12739,-0.949282909,0.209351253,0.492064966,0.86979576,1.140076647,2
17835,0.074649719,-0.544880869,-1.429763743,0.227812846,-0.276903172,4
15743,0.404282399,0.054154261,-0.883851411,0.36953281,-1.160139016,4
17180,0.404282399,0.001540248,-0.029552578,0.82159191,0.081670598,4
16743,1.098582347,0.892800885,-0.534302648,0.640973817,0.687562494,3
16809,0.67361191,0.226645523,-0.682993173,0.761238144,-0.20093453,3
14362,-0.949282909,-1.394258817,-0.709690335,0.86979576,-0.540260795,4
14102,0.67361191,0.358245885,-1.289840592,-0.300536955,-0.03230405,3
17243,2.89546892,1.985704412,-1.480323447,-0.12170957,-0.190637194,3
16873,0.901326766,1.86243602,-1.33467511,1.361121217,1.649592058,2
16609,1.098582347,1.602633549,-0.915532587,1.046248337,0.84945959,3
16326,2.027177219,1.159720064,-1.289840592,0.326318226,-1.255866551,3
12647,1.697544538,1.189007775,-0.709690335,-0.559474478,-0.218987105,3
14138,-0.350320719,0.270287513,-1.480323447,0.454149865,0.839155465,2
17685,1.098582347,1.210976988,-0.883851411,0.166798241,0.680075806,3
14669,0.074649719,0.442782689,1.414364388,1.444223719,0.593706642,2
12705,1.272574101,1.751902674,-0.915532587,1.116389511,1.259619533,3
15238,0.074649719,0.395155673,-0.534302648,0.060978164,0.4445647,2
12481,1.569009372,1.551552817,-0.709690335,0.366028691,0.860887543,3
13562,0.074649719,0.737971108,0.300728068,0.588721627,0.487098858,2
14107,1.098582347,1.071493114,-0.108255107,0.143144779,0.580087896,3
16076,1.569009372,0.921019931,-1.381268286,-0.209265964,-0.112435324,3
16340,-0.949282909,-0.254018371,0.568121252,2.616566269,1.233824917,2
14356,-0.350320719,-0.011252163,0.27743372,0.160925815,-0.003578022,4
14057,2.296506729,1.731137201,-0.682993173,0.057478846,0.718993044,3
14595,0.901326766,0.797464376,-0.79358215,0.160925815,0.177253824,3
16013,3.650072038,3.090036907,-1.381268286,-1.698911023,0.839908097,3
14110,1.569009372,1.541472083,-0.737001279,-0.113825283,0.381714822,3
17692,0.404282399,-0.080307232,0.73934854,-0.464349858,-0.100765133,4
14415,1.925259395,1.667903996,-1.480323447,1.212436047,0.447139129,3
15850,-0.350320719,-0.856809058,-0.79358215,1.289377715,-0.012475141,4
15060,0.404282399,-0.713796409,-1.164675067,0.622654374,-0.893007334,4
18016,0.67361191,0.554926292,-0.466399955,0.486487046,0.272631033,3
13267,2.376376046,1.413453505,-1.429763743,-0.427538941,-0.429323701,3
17591,1.098582347,0.944024751,0.204677902,0.401620015,-0.030486682,3
17730,1.925259395,1.567132513,-1.381268286,0.065539778,0.607010354,3
16422,3.834965852,3.074666698,-0.852993215,-0.898958461,1.622528253,3
13137,1.272574101,1.28787615,-1.088005,2.01142501,0.65974441,3
15994,-0.949282909,-0.383108064,-0.060410774,0.82159191,0.22031198,4
16644,-0.350320719,0.135520678,1.083098857,0.82159191,1.112922221,2
15673,0.404282399,1.109611909,0.378838977,0.938853141,0.970771658,2
15889,-0.350320719,-0.405978031,0.950614513,1.18287852,-0.484163473,4
15356,1.569009372,1.004413669,-0.488605717,1.316339147,0.015747669,3
15301,1.815785429,1.552305236,-0.124641212,0.259987102,0.40084452,3
16011,2.212071033,1.251243352,-1.164675067,-0.159330111,-0.156564106,3
15535,0.404282399,-0.239478694,1.058976734,0.053530619,-1.593643319,1
16884,-0.350320719,-0.368448828,-0.361200845,-0.165965193,0.18724429,4
14606,4.690327733,2.240039601,-1.480323447,0.737557942,-0.888620456,3
13994,0.901326766,0.904509749,-1.381268286,0.475798695,-0.087940847,3
18075,1.569009372,1.00637821,-0.682993173,-0.144853135,-0.120284324,3
13437,1.098582347,1.26643189,-0.948081849,0.52246831,0.168437635,3
12451,0.67361191,1.94771371,-1.088005,1.71670184,2.285294625,2
17739,1.098582347,1.112296606,-1.051449078,-0.935093973,-0.148058025,3
17405,0.074649719,0.359436767,-1.480323447,0.683376065,0.477574419,2
12596,-0.350320719,-0.337068073,-0.108255107,-0.27710051,0.400331821,4
15379,1.098582347,1.324168983,1.034354636,0.711731931,0.862857998,2
12948,1.098582347,0.844592212,-0.883851411,0.056727743,-0.087713186,3
